date,ID,time_rel_sunrise,UST,Phase,index
2022-05-13,DgTbO,-1598.129218,153,DC,45
2022-05-13,YKY,-1596.312742,166,DC,11723
2022-05-13,DgTbO,-1591.568201,33,DC,46
2022-05-13,YKY,-1588.468937,3,DC,11724
2022-05-13,DgTbO,-1585.582253,153,DC,47
2022-05-13,YKY,-1582.637417,17,DC,11725
2022-05-13,DgTbO,-1577.557424,33,DC,48
2022-05-13,YKY,-1576.512163,21,DC,11726
2022-05-13,RRO,-1575.293733,13,DC,8422
2022-05-13,TbTbLg,-1571.834511,13,DC,9684
2022-05-13,DgTbO,-1571.275228,1,DC,49
2022-05-13,YKY,-1570.605752,16,DC,11727
2022-05-13,YKY,-1565.693683,165,DC,11728
2022-05-13,DgTbO,-1564.688061,153,DC,50
2022-05-13,TbTbLg,-1563.740171,8,DC,9685
2022-05-13,YKY,-1561.658647,13,DC,11729
2022-05-13,DgTbO,-1557.795944,33,DC,51
2022-05-13,TbTbLg,-1553.963284,5,DC,9686
2022-05-13,YKY,-1553.712003,21,DC,11730
2022-05-13,DgTbO,-1551.2175,20,DC,52
2022-05-13,YKY,-1547.134757,20,DC,11731
2022-05-13,TbTbLg,-1545.991674,13,DC,9688
2022-05-13,DgTbO,-1545.588794,7,DC,53
2022-05-13,DgTbO,-1539.245608,20,DC,54
2022-05-13,YKY,-1539.054235,21,DC,11732
2022-05-13,TbTbLg,-1532.641718,21,DC,9689
2022-05-13,YKY,-1531.826948,16,DC,11733
2022-05-13,DgTbO,-1530.724127,10,DC,55
2022-05-13,TbTbLg,-1525.494179,5,DC,9690
2022-05-13,YKY,-1525.016856,5,DC,11734
2022-05-13,DgTbO,-1522.559887,33,DC,56
2022-05-13,YKY,-1520.381399,16,DC,11735
2022-05-13,TbTbLg,-1519.23672,16,DC,9691
2022-05-13,DgTbO,-1516.974745,10,DC,57
2022-05-13,YKY,-1514.159154,21,DC,11736
2022-05-13,TbTbLg,-1512.765546,10,DC,9692
2022-05-13,DgTbO,-1510.256891,153,DC,58
2022-05-13,YKY,-1508.133524,13,DC,11737
2022-05-13,TbTbLg,-1505.374442,13,DC,9693
2022-05-13,DgTbO,-1503.364774,15,DC,59
2022-05-13,YKY,-1501.365369,165,DC,11738
2022-05-13,RRO,-1499.232229,97,DC,8423
2022-05-13,TbTbLg,-1498.365724,22,DC,9694
2022-05-13,YKY,-1495.685535,10,DC,11739
2022-05-13,DgTbO,-1492.033296,153,DC,60
2022-05-13,TbTbLg,-1490.870279,16,DC,9695
2022-05-13,YKY,-1488.860571,21,DC,11740
2022-05-13,DgTbO,-1485.359008,33,DC,61
2022-05-13,TbTbLg,-1483.273666,10,DC,9696
2022-05-13,YKY,-1482.672875,10,DC,11741
2022-05-13,DgTbO,-1477.447449,10,DC,62
2022-05-13,YKY,-1476.338301,17,DC,11742
2022-05-13,RRO,-1475.007433,12,DC,8424
2022-05-13,TbTbLg,-1474.975774,8,DC,9697
2022-05-13,YKY,-1470.171998,166,DC,11743
2022-05-13,DgTbO,-1469.535891,7,DC,63
2022-05-13,TbTbLg,-1467.76533,9,DC,9698
2022-05-13,DgTbO,-1462.879029,20,DC,64
2022-05-13,YKY,-1462.473113,9,DC,11744
2022-05-13,TbTbLg,-1460.21872,60,DC,9699
2022-05-13,YKY,-1457.315396,166,DC,11745
2022-05-13,DgTbO,-1456.431283,33,DC,65
2022-05-13,TbTbLg,-1452.080433,9,DC,9700
2022-05-13,YKY,-1449.902612,9,DC,11746
2022-05-13,DgTbO,-1448.998949,8,DC,66
2022-05-13,TbTbLg,-1444.877561,3,DC,9701
2022-05-13,YKY,-1443.706874,8,DC,11747
2022-05-13,DgTbO,-1441.540476,33,DC,67
2022-05-13,YKY,-1438.670281,3,DC,11748
2022-05-13,TbTbLg,-1438.526036,8,DC,9702
2022-05-13,DgTbO,-1433.864173,8,DC,68
2022-05-13,YKY,-1432.073937,21,DC,11749
2022-05-13,DgTbO,-1427.268303,12,DC,69
2022-05-13,YKY,-1426.623325,16,DC,11750
2022-05-13,YKY,-1420.223454,166,DC,11751
2022-05-13,TbTbLg,-1419.256733,16,DC,9703
2022-05-13,DgTbO,-1415.366113,33,DC,70
2022-05-13,YKY,-1413.733496,8,DC,11752
2022-05-13,TbTbLg,-1411.68984,8,DC,9704
2022-05-13,DgTbO,-1410.35604,153,DC,71
2022-05-13,YKY,-1408.229231,19,DC,11753
2022-05-13,DgTbO,-1403.821162,1,DC,72
2022-05-13,TbTbLg,-1403.532127,13,DC,9705
2022-05-13,YKY,-1403.442227,13,DC,11754
2022-05-13,DgTbO,-1397.007464,20,DC,73
2022-05-13,YKY,-1396.851222,21,DC,11755
2022-05-13,RRO,-1395.356916,10,DC,8425
2022-05-13,TbTbLg,-1395.095043,21,DC,9706
2022-05-13,DgTbO,-1391.695379,153,DC,74
2022-05-13,YKY,-1389.580137,10,DC,11756
2022-05-13,TbTbLg,-1388.255716,5,DC,9707
2022-05-13,RRO,-1386.335353,97,DC,8426
2022-05-13,DgTbO,-1386.203123,7,DC,75
2022-05-13,YKY,-1382.829196,21,DC,11757
2022-05-13,TbTbLg,-1380.873914,16,DC,9709
2022-05-13,DgTbO,-1380.182322,33,DC,76
2022-05-13,YKY,-1376.873629,13,DC,11758
2022-05-13,DgTbO,-1374.684314,153,DC,77
2022-05-13,YKY,-1372.168436,165,DC,11759
2022-05-13,DgTbO,-1368.062304,1,DC,78
2022-05-13,YKY,-1365.884914,21,DC,11760
2022-05-13,DgTbO,-1360.952357,20,DC,79
2022-05-13,TbTbLg,-1358.127501,22,DC,9710
2022-05-13,YKY,-1357.77118,21,DC,11761
2022-05-13,DgTbO,-1356.743896,15,DC,80
2022-05-13,RRO,-1355.290494,12,DC,8427
2022-05-13,YKY,-1352.688243,16,DC,11762
2022-05-13,DgTbO,-1349.529392,10,DC,81
2022-05-13,YKY,-1347.545276,5,DC,11763
2022-05-13,DgTbO,-1342.262608,7,DC,82
2022-05-13,TbTbLg,-1342.017604,13,DC,9711
2022-05-13,RRO,-1341.90844,98,DC,8428
2022-05-13,DgTbO,-1336.450923,153,DC,83
2022-05-13,YKY,-1335.617274,13,DC,11764
2022-05-13,TbTbLg,-1334.822465,9,DC,9712
2022-05-13,YKY,-1329.314972,166,DC,11765
2022-05-13,DgTbO,-1328.985023,1,DC,84
2022-05-13,DgTbO,-1324.391896,20,DC,85
2022-05-13,YKY,-1324.094523,16,DC,11766
2022-05-13,TbTbLg,-1320.01006,60,DC,9713
2022-05-13,DgTbO,-1318.405948,33,DC,86
2022-05-13,YKY,-1318.336236,166,DC,11767
2022-05-13,DgTbO,-1313.395875,7,DC,87
2022-05-13,YKY,-1312.297902,9,DC,11768
2022-05-13,TbTbLg,-1312.038787,9,DC,9714
2022-05-13,YKY,-1306.161391,3,DC,11769
2022-05-13,DgTbO,-1305.893836,1,DC,88
2022-05-13,YKY,-1300.010257,18,DC,11770
2022-05-13,DgTbO,-1298.295952,20,DC,89
2022-05-13,TbTbLg,-1297.853792,3,DC,9715
2022-05-13,YKY,-1295.789654,166,DC,11771
2022-05-13,DgTbO,-1293.677971,7,DC,90
2022-05-13,TbTbLg,-1292.830837,9,DC,9716
2022-05-13,YKY,-1289.528823,8,DC,11772
2022-05-13,DgTbO,-1288.336798,153,DC,91
2022-05-13,TbTbLg,-1285.403111,8,DC,9717
2022-05-13,YKY,-1283.981716,3,DC,11773
2022-05-13,DgTbO,-1281.610231,154,DC,92
2022-05-13,YKY,-1278.51725,166,DC,11774
2022-05-13,TbTbLg,-1277.332925,3,DC,9718
2022-05-13,DgTbO,-1276.748282,10,DC,93
2022-05-13,YKY,-1272.540046,9,DC,11775
2022-05-13,TbTbLg,-1270.919593,9,DC,9719
2022-05-13,DgTbO,-1269.066724,8,DC,94
2022-05-13,YKY,-1267.161128,8,DC,11776
2022-05-13,TbTbLg,-1264.066859,60,DC,9720
2022-05-13,DgTbO,-1263.289751,33,DC,95
2022-05-13,YKY,-1261.844311,166,DC,11777
2022-05-13,DgTbO,-1257.99754,32,DC,96
2022-05-13,TbTbLg,-1256.856416,9,DC,9721
2022-05-13,YKY,-1254.99637,9,DC,11778
2022-05-13,DgTbO,-1251.889608,8,DC,97
2022-05-13,TbTbLg,-1249.35659,3,DC,9722
2022-05-13,YKY,-1248.641127,3,DC,11779
2022-05-13,DgTbO,-1244.326576,12,DC,98
2022-05-13,TbTbLg,-1242.893139,8,DC,9723
2022-05-13,YKY,-1242.395299,166,DC,11780
2022-05-13,DgTbO,-1238.985219,33,DC,99
2022-05-13,YKY,-1234.558402,21,DC,11781
2022-05-13,TbTbLg,-1234.551964,13,DC,9724
2022-05-13,DgTbO,-1233.138067,8,DC,100
2022-05-13,YKY,-1229.15487,8,DC,11782
2022-05-13,TbTbLg,-1227.538098,5,DC,9725
2022-05-13,DgTbO,-1226.33388,153,DC,101
2022-05-13,YKY,-1221.581982,9,DC,11783
2022-05-13,TbTbLg,-1220.659455,16,DC,9726
2022-05-13,DgTbO,-1219.207656,33,DC,102
2022-05-13,YKY,-1214.851514,27,DC,11784
2022-05-13,TbTbLg,-1213.850029,17,DC,9727
2022-05-13,DgTbO,-1212.514793,33,DC,103
2022-05-13,YKY,-1209.833569,19,DC,11785
2022-05-13,TbTbLg,-1207.482487,10,DC,9729
2022-05-13,DgTbO,-1205.997341,153,DC,104
2022-05-13,YKY,-1205.144284,10,DC,11786
2022-05-13,TbTbLg,-1200.97972,13,DC,9730
2022-05-13,DgTbO,-1199.296913,7,DC,105
2022-05-13,YKY,-1197.586761,21,DC,11787
2022-05-13,DgTbO,-1194.243275,1,DC,106
2022-05-13,TbTbLg,-1194.178157,21,DC,9731
2022-05-13,YKY,-1190.564292,13,DC,11788
2022-05-13,DgTbO,-1188.710414,10,DC,107
2022-05-13,TbTbLg,-1188.587505,5,DC,9732
2022-05-13,TbTbLg,-1182.597391,16,DC,9733
2022-05-13,DgTbO,-1180.746576,10,DC,108
2022-05-13,YKY,-1178.140706,16,DC,11789
2022-05-13,TbTbLg,-1176.023857,5,DC,9734
2022-05-13,YKY,-1174.222098,5,DC,11790
2022-05-13,DgTbO,-1172.721747,7,DC,109
2022-05-13,TbTbLg,-1167.21876,13,DC,9735
2022-05-13,YKY,-1167.064872,165,DC,11791
2022-05-13,DgTbO,-1166.300141,20,DC,110
2022-05-13,LbOW,-1161.592741,10,DC,6085
2022-05-13,DgTbO,-1160.878197,153,DC,111
2022-05-13,YKY,-1160.483508,21,DC,11792
2022-05-13,TbTbLg,-1160.259935,10,DC,9736
2022-05-13,YKY,-1155.710417,13,DC,11793
2022-05-13,DgTbO,-1154.671594,33,DC,112
2022-05-13,TbTbLg,-1153.090359,61,DC,9737
2022-05-13,YKY,-1149.933904,10,DC,11794
2022-05-13,LbOW,-1148.784429,10,DC,6086
2022-05-13,TbTbLg,-1148.608404,10,DC,9738
2022-05-13,DgTbO,-1148.5427,153,DC,113
2022-05-13,DgTbO,-1141.641869,33,DC,114
2022-05-13,LbOW,-1140.45029,3,DC,6087
2022-05-13,YKY,-1140.323581,166,DC,11795
2022-05-13,TbTbLg,-1139.050951,3,DC,9739
2022-05-13,DgTbO,-1136.169999,1,DC,115
2022-05-13,YKY,-1132.835928,3,DC,11796
2022-05-13,TbTbLg,-1131.711803,9,DC,9740
2022-05-13,LbOW,-1130.58245,8,DC,6088
2022-05-13,DgTbO,-1129.302624,20,DC,116
2022-05-13,YKY,-1127.424699,8,DC,11797
2022-05-13,TbTbLg,-1125.170117,60,DC,9741
2022-05-13,DgTbO,-1123.631743,7,DC,117
2022-05-13,LbOW,-1122.382114,9,DC,6089
2022-05-13,YKY,-1121.809214,9,DC,11798
2022-05-13,DgTbO,-1118.534539,33,DC,118
2022-05-13,TbTbLg,-1116.498693,8,DC,9742
2022-05-13,YKY,-1116.187181,3,DC,11799
2022-05-13,DgTbO,-1112.0258,153,DC,119
2022-05-13,YKY,-1111.02381,166,DC,11800
2022-05-13,LbOW,-1108.297652,13,DC,6090
2022-05-13,TbTbLg,-1108.173244,9,DC,9743
2022-05-13,DgTbO,-1104.889715,1,DC,120
2022-05-13,LbOW,-1101.513532,29,DC,6091
2022-05-13,TbTbLg,-1100.333754,3,DC,9744
2022-05-13,DgTbO,-1096.57735,10,DC,121
2022-05-13,LbOW,-1094.395915,10,DC,6092
2022-05-13,TbTbLg,-1093.274261,10,DC,9745
2022-05-13,YKY,-1088.671948,35,DC,11801
2022-05-13,LbOW,-1088.461525,5,DC,6093
2022-05-13,DgTbO,-1088.378257,33,DC,122
2022-05-13,TbTbLg,-1085.953734,16,DC,9746
2022-05-13,DgTbO,-1082.427162,10,DC,123
2022-05-13,LbOW,-1082.097696,16,DC,6094
2022-05-13,TbTbLg,-1079.429316,13,DC,9747
2022-05-13,LbOW,-1077.08612,13,DC,6095
2022-05-13,DgTbO,-1076.258238,1,DC,124
2022-05-13,TbTbLg,-1070.645871,61,DC,9748
2022-05-13,YKY,-1070.572681,35,DC,11802
2022-05-13,LbOW,-1069.768336,10,DC,6096
2022-05-13,DgTbO,-1069.55781,7,DC,125
2022-05-13,TbTbLg,-1063.915075,22,DC,9749
2022-05-13,YKY,-1063.481764,NA,DC,11803
2022-05-13,DgTbO,-1063.269284,153,DC,126
2022-05-13,LbOW,-1062.325965,21,DC,6097
2022-05-13,TbTbLg,-1057.531807,16,DC,9750
2022-05-13,DgTbO,-1055.686439,33,DC,127
2022-05-13,LbOW,-1055.249023,5,DC,6098
2022-05-13,TbTbLg,-1051.595182,22,DC,9751
2022-05-13,LbOW,-1049.533913,8,DC,6099
2022-05-13,DgTbO,-1049.029577,8,DC,128
2022-05-13,TbTbLg,-1044.810897,13,DC,9752
2022-05-13,DgTbO,-1043.01749,10,DC,129
2022-05-13,LbOW,-1041.397552,10,DC,6100
2022-05-13,TbTbLg,-1039.007945,21,DC,9753
2022-05-13,DgTbO,-1036.273497,10,DC,130
2022-05-13,YKY,-1034.510825,13,DC,11804
2022-05-13,LbOW,-1033.014474,13,DC,6101
2022-05-13,TbTbLg,-1031.767601,5,DC,9754
2022-05-13,DgTbO,-1029.764758,153,DC,131
2022-05-13,YKY,-1026.78287,13,DC,11805
2022-05-13,LbOW,-1025.663856,9,DC,6102
2022-05-13,TbTbLg,-1024.910996,13,DC,9755
2022-05-13,DgTbO,-1022.463122,1,DC,132
2022-05-13,YKY,-1017.828759,3,DC,11806
2022-05-13,LbOW,-1017.024932,3,DC,6103
2022-05-13,TbTbLg,-1016.882792,3,DC,9756
2022-05-13,DgTbO,-1014.943656,20,DC,133
2022-05-13,YKY,-1008.25003,8,DC,11807
2022-05-13,TbTbLg,-1008.069832,9,DC,9757
2022-05-13,DgTbO,-1007.868562,153,DC,134
2022-05-13,LbOW,-1007.536287,8,DC,6104
2022-05-13,YKY,-1002.523904,3,DC,11808
2022-05-13,DgTbO,-1000.619204,33,DC,135
2022-05-13,TbTbLg,-1000.208305,60,DC,9758
2022-05-13,LbOW,-997.2207587,29,DC,6105
2022-05-13,YKY,-995.5210183,8,DC,11809
2022-05-13,DgTbO,-994.2150248,7,DC,136
2022-05-13,TbTbLg,-992.8956416,8,DC,9759
2022-05-13,RRO,-992.7192627,12,DC,8434
2022-05-13,LbOW,-990.986757,10,DC,6106
2022-05-13,DgTbO,-988.6473035,153,DC,137
2022-05-13,TbTbLg,-985.0183884,9,DC,9760
2022-05-13,RRO,-982.6577439,8,DC,8435
2022-05-13,LbOW,-981.5464354,9,DC,6107
2022-05-13,DgTbO,-981.1888297,8,DC,138
2022-05-13,TbTbLg,-976.7307029,3,DC,9761
2022-05-13,DgTbO,-974.0788828,33,DC,139
2022-05-13,LbOW,-974.0085103,3,DC,6108
2022-05-13,RRO,-972.1494307,3,DC,8436
2022-05-13,TbTbLg,-970.1036793,60,DC,9762
2022-05-13,DgTbO,-968.2062066,33,DC,140
2022-05-13,LbOW,-965.6482742,3,DC,6109
2022-05-13,RRO,-964.8658875,9,DC,8437
2022-05-13,TbTbLg,-963.0740864,10,DC,9763
2022-05-13,DgTbO,-962.8388937,20,DC,141
2022-05-13,LbOW,-957.1692453,8,DC,6110
2022-05-13,DgTbO,-957.0010696,10,DC,142
2022-05-13,TbTbLg,-955.0002562,8,DC,9764
2022-05-13,YKY,-950.9915793,8,DC,11810
2022-05-13,LbOW,-949.3083601,9,DC,6111
2022-05-13,DgTbO,-948.8368297,7,DC,143
2022-05-13,TbTbLg,-947.6234967,3,DC,9765
2022-05-13,DgTbO,-942.3716518,20,DC,144
2022-05-13,LbOW,-940.7548487,8,DC,6112
2022-05-13,TbTbLg,-940.4079334,60,DC,9766
2022-05-13,DgTbO,-936.1765878,1,DC,145
2022-05-13,TbTbLg,-932.5055387,9,DC,9767
2022-05-13,LbOW,-931.9469039,8,DC,6113
2022-05-13,DgTbO,-930.7308563,8,DC,146
2022-05-13,DgTbO,-924.5183665,8,DC,147
2022-05-13,TbTbLg,-923.6375375,8,DC,9768
2022-05-13,LbOW,-922.2115558,9,DC,6114
2022-05-13,DgTbO,-917.0686059,153,DC,148
2022-05-13,TbTbLg,-915.153275,3,DC,9769
2022-05-13,YKY,-915.1026833,NA,DC,11811
2022-05-13,LbOW,-911.1148168,10,DC,6115
2022-05-13,DgTbO,-909.7582561,10,DC,149
2022-05-13,TbTbLg,-907.6927651,16,DC,9770
2022-05-13,YKY,-907.5381543,16,DC,11812
2022-05-13,DgTbO,-901.6637215,20,DC,150
2022-05-13,LbOW,-900.7627333,13,DC,6116
2022-05-13,TbTbLg,-899.3579011,13,DC,9771
2022-05-13,DgTbO,-895.6167724,33,DC,151
2022-05-13,YKY,-895.5160183,167,DC,11813
2022-05-13,TbTbLg,-891.0481785,13,DC,9772
2022-05-13,LbOW,-890.913184,13,DC,6117
2022-05-13,DgTbO,-887.4263923,33,DC,152
2022-05-13,TbTbLg,-883.2951824,5,DC,9773
2022-05-13,LbOW,-882.5986287,5,DC,6118
2022-05-13,YKY,-880.6864763,35,DC,11814
2022-05-13,DgTbO,-876.1515506,33,DC,153
2022-05-13,LbOW,-873.489156,29,DC,6119
2022-05-13,TbTbLg,-873.4836117,16,DC,9774
2022-05-13,DgTbO,-865.3468975,10,DC,154
2022-05-13,LbOW,-864.7314612,10,DC,6120
2022-05-13,TbTbLg,-864.2287674,16,DC,9775
2022-05-13,YKY,-863.9574883,30,DC,11815
2022-05-13,TbTbLg,-855.7932356,20,DC,9776
2022-05-13,LbOW,-854.6808936,10,DC,6121
2022-05-13,RRO,-852.505355,12,DC,8438
2022-05-13,YKY,-851.9502343,167,DC,11816
2022-05-13,TbTbLg,-850.0295985,10,DC,9777
2022-05-13,DgTbO,-848.4262447,10,DC,155
2022-05-13,LbOW,-846.3617715,10,DC,6122
2022-05-13,TbTbLg,-840.2416171,13,DC,9778
2022-05-13,DgTbO,-837.8310296,10,DC,156
2022-05-13,LbOW,-836.9279409,29,DC,6123
2022-05-13,YKY,-835.2239743,167,DC,11817
2022-05-13,TbTbLg,-830.7996111,10,DC,9779
2022-05-13,DgTbO,-828.8826044,153,DC,157
2022-05-13,RRO,-828.4227982,97,DC,8439
2022-05-13,LbOW,-828.2935889,21,DC,6124
2022-05-13,TbTbLg,-821.1584284,22,DC,9780
2022-05-13,DgTbO,-821.1278828,7,DC,158
2022-05-13,LbOW,-819.9516239,8,DC,6125
2022-05-13,YKY,-812.5891343,22,DC,11818
2022-05-13,TbTbLg,-812.3701056,16,DC,9781
2022-05-13,DgTbO,-811.7176595,20,DC,159
2022-05-13,LbOW,-811.5593971,5,DC,6126
2022-05-13,TbTbLg,-804.4677109,13,DC,9782
2022-05-13,DgTbO,-803.6666902,1,DC,160
2022-05-13,LbOW,-803.4778301,9,DC,6127
2022-05-13,YKY,-802.0560913,167,DC,11819
2022-05-13,DgTbO,-796.4086193,20,DC,161
2022-05-13,LbOW,-793.7333492,5,DC,6128
2022-05-13,TbTbLg,-792.9655782,5,DC,9783
2022-05-13,DgTbO,-788.5406272,33,DC,162
2022-05-13,YKY,-785.5167933,167,DC,11820
2022-05-13,TbTbLg,-785.3556697,13,DC,9784
2022-05-13,LbOW,-783.5704512,13,DC,6129
2022-05-13,DgTbO,-780.0452861,153,DC,163
2022-05-13,TbTbLg,-777.0503431,16,DC,9785
2022-05-13,LbOW,-776.4555139,29,DC,6130
2022-05-13,YKY,-770.2303833,35,DC,11821
2022-05-13,DgTbO,-767.9601195,153,DC,164
2022-05-13,TbTbLg,-767.9562275,8,DC,9786
2022-05-13,LbOW,-767.309502,9,DC,6131
2022-05-13,DgTbO,-757.4868889,153,DC,165
2022-05-13,TbTbLg,-756.0923932,3,DC,9787
2022-05-13,LbOW,-755.4176451,9,DC,6132
2022-05-13,YKY,-755.0710333,35,DC,11822
2022-05-13,RRO,-752.7220705,12,DC,8441
2022-05-13,TbTbLg,-747.2700182,60,DC,9789
2022-05-13,DgTbO,-746.5488337,15,DC,166
2022-05-13,LbOW,-746.1759039,9,DC,6133
2022-05-13,TbTbLg,-738.4540094,9,DC,9790
2022-05-13,LbOW,-738.4049864,8,DC,6134
2022-05-13,DgTbO,-738.3440447,153,DC,167
2022-05-13,YKY,-735.9989293,167,DC,11823
2022-05-13,TbTbLg,-728.2036033,8,DC,9791
2022-05-13,RRO,-726.5338177,12,DC,8442
2022-05-13,DgTbO,-725.8489764,1,DC,168
2022-05-13,YKY,-716.0088783,30,DC,11824
2022-05-13,TbTbLg,-715.1367178,60,DC,9792
2022-05-13,DgTbO,-714.7226325,33,DC,169
2022-05-13,RRO,-710.1975388,12,DC,8443
2022-05-13,TbTbLg,-705.6711199,9,DC,9793
2022-05-13,DgTbO,-705.6244661,20,DC,170
2022-05-13,YKY,-702.1337113,167,DC,11825
2022-05-13,DgTbO,-697.0523237,8,DC,171
2022-05-13,TbTbLg,-696.2668772,3,DC,9794
2022-05-13,RRO,-694.7965241,3,DC,8444
2022-05-13,TbTbLg,-686.8327343,8,DC,9795
2022-05-13,DgTbO,-685.9865975,33,DC,172
2022-05-13,LbOW,-685.6167302,8,DC,6135
2022-05-13,RRO,-682.3025356,12,DC,8445
2022-05-13,YKY,-681.8708743,35,DC,11826
2022-05-13,TbTbLg,-680.1176646,60,DC,9796
2022-05-13,LbOW,-678.3940359,3,DC,6136
2022-05-13,DgTbO,-677.6045276,33,DC,173
2022-05-13,TbTbLg,-671.8708467,9,DC,9797
2022-05-13,LbOW,-670.3832662,9,DC,6137
2022-05-13,DgTbO,-668.8565053,8,DC,174
2022-05-13,YKY,-666.5961693,167,DC,11827
2022-05-13,TbTbLg,-664.6446769,3,DC,9798
2022-05-13,LbOW,-664.3621165,3,DC,6138
2022-05-13,DgTbO,-656.9804542,8,DC,175
2022-05-13,TbTbLg,-656.0518835,8,DC,9799
2022-05-13,LbOW,-655.8258607,3,DC,6139
2022-05-13,TbTbLg,-647.268824,9,DC,9800
2022-05-13,DgTbO,-644.6077574,20,DC,176
